"filename", "language", "JavaScript", "JSON", "JSON with Comments", "Markdown", "YAML", "TypeScript", "TypeScript JSX", "Ignore", "SCSS", "XML", "HTML", "Batch", "CSS", "comment", "blank", "total"
"k:\cross-platform-music-player-app\packages\ui\index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"k:\cross-platform-music-player-app\packages\ui\package.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"k:\cross-platform-music-player-app\packages\ui\src\Icon.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 6, 42
"k:\cross-platform-music-player-app\packages\ui\src\Icon.web.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 5, 43
"k:\cross-platform-music-player-app\packages\ui\src\index.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"k:\cross-platform-music-player-app\packages\utils\README.md", "Markdown", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12
"k:\cross-platform-music-player-app\packages\utils\package.json", "JSON", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"k:\cross-platform-music-player-app\packages\utils\src\__tests__\formatTime.test.ts", "TypeScript", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 2, 5, 28
"k:\cross-platform-music-player-app\packages\utils\src\array.ts", "TypeScript", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"k:\cross-platform-music-player-app\packages\utils\src\errorHandler.ts", "TypeScript", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"k:\cross-platform-music-player-app\packages\utils\src\formatTime.ts", "TypeScript", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"k:\cross-platform-music-player-app\packages\utils\src\index.ts", "TypeScript", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"k:\cross-platform-music-player-app\packages\utils\src\logger.ts", "TypeScript", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 3, 8, 47
"k:\cross-platform-music-player-app\packages\utils\src\normalize.ts", "TypeScript", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 1, 3, 31
"k:\cross-platform-music-player-app\packages\utils\src\path.ts", "TypeScript", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
"k:\cross-platform-music-player-app\packages\utils\src\string.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"k:\cross-platform-music-player-app\packages\utils\vitest.config.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"k:\cross-platform-music-player-app\scratch\test_regex.js", "JavaScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"k:\cross-platform-music-player-app\scripts\check-i18n-keys.js", "JavaScript", 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 24, 152
"k:\cross-platform-music-player-app\scripts\deploy.js", "JavaScript", 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 32, 160
"k:\cross-platform-music-player-app\scripts\ghost-css-variables.js", "JavaScript", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15, 86
"k:\cross-platform-music-player-app\test\manual-verification\duplicates\test_smart_fingerprint.js", "JavaScript", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11, 71
"k:\cross-platform-music-player-app\test\manual-verification\fingerprinting\check_hash_v2.js", "JavaScript", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 65
"k:\cross-platform-music-player-app\test\manual-verification\fingerprinting\pcm_test.js", "JavaScript", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 47
"k:\cross-platform-music-player-app\test\manual-verification\fingerprinting\sim.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"k:\cross-platform-music-player-app\test\manual-verification\fingerprinting\v2_final_verification.js", "JavaScript", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 72
"k:\cross-platform-music-player-app\test\manual-verification\legacy\check_hash.js", "JavaScript", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 49
"k:\cross-platform-music-player-app\test\manual-verification\legacy\download_fpcalc.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 9
"k:\cross-platform-music-player-app\test\manual-verification\legacy\download_fpcalc.js", "JavaScript", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 54
"k:\cross-platform-music-player-app\test\manual-verification\legacy\final_verification.js", "JavaScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 34
"k:\cross-platform-music-player-app\test\manual-verification\legacy\find_culprit.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"k:\cross-platform-music-player-app\test\manual-verification\metadata\test_id3.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 26
"k:\cross-platform-music-player-app\test\manual-verification\metadata\test_id3_read.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 23
"k:\cross-platform-music-player-app\test\manual-verification\metadata\test_persistence.js", "JavaScript", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 59
"k:\cross-platform-music-player-app\tsconfig.base.json", "JSON", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 35
"k:\cross-platform-music-player-app\tsconfig.json", "JSON with Comments", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 48
"Total", "-", 778, 22464, 117, 1093, 23, 10903, 14982, 4, 7142, 28, 13, 11, 0, 696, 5399, 63653
